ORDER_ID,CLASS,B_EMAIL,B_TELEFON,B_BIRTHDATE,FLAG_LRIDENTISCH,FLAG_NEWSLETTER,Z_METHODE,Z_CARD_VALID,VALUE_ORDER,WEEKDAY_ORDER,TIME_ORDER,AMOUNT_ORDER,ANUMMER_01,CHK_LADR,CHK_RADR,CHK_KTO,CHK_CARD,CHK_COOKIE,CHK_IP,FAIL_LPLZ,FAIL_LORT,FAIL_LPLZORTMATCH,FAIL_RPLZ,FAIL_RORT,FAIL_RPLZORTMATCH,SESSION_TIME,NEUKUNDE,AMOUNT_ORDER_PRE,VALUE_ORDER_PRE
32562,no,yes,no,1969-06-01,yes,no,check,2.2007,52.0,Wednesday,16:45,1,605580,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,41.69
32563,no,yes,no,1976-09-07,no,no,credit_card,12.2007,12.6,Tuesday,5:22,1,304258,no,no,no,no,no,no,no,no,no,no,no,no,11,no,1,119.01
32564,no,yes,yes,1985-03-01,yes,no,check,4.2005,18.2,Monday,15:26,1,106590,no,no,no,no,no,no,no,no,no,no,no,no,13,yes,0,41.69
32565,no,yes,no,1969-06-01,no,no,credit_card,6.2006,68.4,Saturday,11:05,1,404553,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,41.69
32567,no,no,no,1982-06-06,no,no,credit_card,9.2006,12.6,Thursday,10:48,1,205874,no,no,no,no,no,no,no,no,no,no,no,yes,8,no,2,156.24
32569,no,yes,no,1975-02-07,yes,no,check,3.2005,42.8,Sunday,10:00,1,400450,yes,no,no,no,no,no,no,no,no,no,no,no,3,no,1,88.26
32571,no,no,no,1985-07-26,yes,no,credit_card,10.2005,56.0,Friday,2:57,1,107699,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,41.69
32572,no,yes,no,1963-06-12,yes,no,check,2.2006,86.89,Saturday,4:38,3,401285,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,41.69
32573,no,yes,no,1962-12-14,yes,no,check,4.2007,54.5,Sunday,8:26,1,201371,no,no,no,no,no,no,no,no,no,no,no,no,4,no,2,183.3
32575,no,yes,no,1976-08-25,yes,no,check,1.2005,54.5,Saturday,13:55,1,403367,no,no,no,no,no,no,no,no,no,no,no,no,6,no,1,10.7
32576,yes,no,yes,1972-08-22,yes,no,debit_note,11.2006,98.75,Wednesday,18:36,3,402123,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,47.98
32579,no,no,no,1942-06-17,yes,no,check,9.2007,31.9,Friday,18:49,1,409015,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,41.69
32581,no,yes,no,1969-06-01,yes,no,check,8.2007,62.0,Friday,14:53,1,106858,no,no,no,no,no,no,no,no,no,no,no,no,7,no,1,106.94
32583,no,yes,no,1962-10-12,yes,no,check,12.2006,17.8,Monday,21:21,1,103367,no,no,no,no,no,no,no,no,no,no,no,no,6,no,1,35.29
32584,no,yes,no,1963-12-10,yes,no,check,12.2007,12.6,Saturday,7:11,1,402845,no,no,no,no,no,no,no,no,no,no,no,no,16,no,2,118.82
32585,no,yes,no,1964-07-29,no,no,credit_card,3.2005,18.0,Sunday,14:09,1,307344,no,no,no,no,no,no,no,no,no,no,no,no,3,no,2,90.58
32587,no,yes,no,1972-05-08,yes,no,check,4.2005,19.99,Thursday,6:08,1,402246,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,7.25
32588,no,yes,no,1971-09-23,yes,no,debit_note,6.2006,52.0,Wednesday,18:03,1,104522,no,no,no,no,no,no,no,no,no,no,no,no,2,no,1,11.32
32589,yes,yes,no,1954-07-21,yes,no,check,11.2007,16.0,Sunday,15:07,1,407317,yes,no,no,no,no,no,no,no,no,no,no,no,11,no,1,22.34
32590,no,no,yes,1975-05-30,yes,no,credit_card,2.2007,41.0,Friday,4:06,1,208801,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,41.69
32592,yes,no,no,1966-04-20,no,no,debit_note,4.2006,19.99,Monday,13:24,1,407046,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,41.69
32593,no,yes,no,1963-06-23,yes,no,credit_card,6.2007,41.0,Saturday,2:44,1,208801,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,41.69
32595,no,yes,no,1969-06-01,yes,no,debit_card,2.2007,47.3,Wednesday,20:28,2,401371,no,no,no,no,no,no,no,no,no,no,no,no,10,no,2,155.8
32596,no,yes,no,1972-03-16,yes,no,check,12.2006,39.5,Thursday,14:19,1,306284,no,no,no,no,no,no,no,no,no,no,no,no,4,yes,0,41.69
32598,no,yes,no,1965-07-24,no,no,debit_note,9.2005,32.8,Tuesday,20:44,1,402993,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,99.75
32600,no,no,yes,1986-05-12,yes,no,check,11.2006,67.3,Saturday,10:57,2,504935,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,41.69
32601,no,yes,no,1970-10-30,no,no,debit_note,9.2007,136.99,Sunday,14:28,4,401967,no,no,no,no,no,no,no,no,no,no,no,no,11,yes,0,41.69
32602,no,yes,no,1969-11-14,yes,no,check,7.2006,12.6,Thursday,13:14,1,304258,no,no,no,no,no,no,no,no,no,no,no,no,13,yes,0,41.69
32608,no,yes,no,1969-06-01,yes,yes,check,6.2005,52.0,Sunday,0:11,1,409725,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,41.69
32609,no,no,no,1969-06-01,yes,no,credit_card,5.2007,151.8,Sunday,16:04,3,203367,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,16.67
32610,no,yes,no,1962-01-18,yes,no,credit_card,7.2007,41.0,Tuesday,10:33,1,300767,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,41.69
32613,no,yes,no,1980-09-12,yes,no,check,12.2006,42.8,Sunday,9:04,1,400450,no,no,no,no,no,no,no,no,no,no,no,no,4,yes,0,41.69
32615,no,yes,no,1973-10-24,no,no,debit_note,4.2005,19.99,Tuesday,12:28,1,500214,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,41.69
32617,no,yes,yes,1966-11-04,yes,no,check,7.2006,42.8,Wednesday,9:11,1,305580,no,no,no,no,no,no,no,no,no,no,no,no,1,yes,0,41.69
32620,no,yes,no,1969-06-01,yes,no,check,8.2005,51.0,Saturday,14:29,1,406821,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,41.69
32621,no,yes,no,1966-02-02,yes,no,check,1.2006,29.99,Friday,16:24,1,407741,no,no,no,no,no,no,no,no,no,no,no,no,13,yes,0,41.69
32622,yes,no,no,1969-06-01,yes,no,check,7.2005,54.5,Saturday,10:43,1,406036,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,41.69
32623,no,yes,no,1972-11-15,yes,no,check,3.2007,19.99,Wednesday,14:54,1,407046,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,41.69
32624,no,yes,no,1981-09-30,yes,yes,debit_note,8.2005,51.0,Friday,10:30,2,409386,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,41.69
32625,no,no,no,1973-11-16,yes,no,check,5.2007,52.0,Monday,17:21,1,104522,no,no,no,no,no,no,no,no,no,no,no,no,13,yes,0,41.69
32627,no,yes,no,1980-01-28,yes,no,debit_note,5.2006,43.5,Friday,14:31,1,408801,no,no,no,no,no,no,no,no,no,no,no,no,5,yes,0,41.69
32628,no,yes,no,1980-09-29,yes,no,check,2.2007,51.0,Monday,7:24,1,202399,no,no,no,no,no,no,no,no,no,no,no,no,9,no,1,79.4
32629,no,yes,no,1969-06-01,yes,no,credit_card,5.2007,31.9,Monday,10:52,1,100061,no,no,no,no,no,no,no,no,no,no,no,no,15,yes,0,41.69
32631,no,yes,no,1969-06-01,yes,no,credit_card,6.2007,22.95,Friday,7:11,1,405897,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,41.69
32632,no,no,no,1983-06-22,no,no,credit_card,5.2006,89.1,Wednesday,4:10,3,104159,no,no,no,no,no,no,no,no,no,no,no,no,3,no,1,7.57
32633,no,yes,no,1966-05-04,yes,no,credit_card,2.2005,6.5,Friday,14:46,1,202410,no,no,no,no,no,no,no,no,no,no,no,no,16,no,1,46.55
32635,no,yes,no,1938-04-14,yes,no,check,6.2007,64.5,Saturday,16:22,1,608801,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,64.65
32115,no,no,no,1972-12-31,no,no,debit_note,4.2006,9.99,Saturday,14:32,1,105958,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,41.69
32116,no,yes,no,1968-11-05,no,no,debit_card,11.2005,12.6,Monday,10:30,1,405540,no,no,no,no,no,no,no,no,no,no,no,no,14,no,0,41.69
32120,no,yes,no,1983-04-07,no,no,credit_card,2.2007,56.0,Friday,2:32,1,401967,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,41.69
32121,yes,yes,no,1966-01-19,yes,no,check,8.2006,12.6,Wednesday,16:49,1,104645,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,41.69
32122,no,yes,no,1960-10-24,yes,no,check,12.2006,54.5,Sunday,21:58,1,407416,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,41.69
32123,no,no,no,1973-10-06,yes,no,check,2.2005,8.5,Saturday,13:20,1,403950,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,41.69
32124,no,no,no,1965-05-11,yes,no,check,1.2006,47.0,Wednesday,10:09,2,200959,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,41.69
32125,no,yes,no,1962-08-30,no,no,credit_card,1.2005,86.6,Thursday,11:34,2,400058,no,no,no,no,no,no,no,no,no,no,no,no,5,no,1,15.97
32126,no,yes,yes,1967-04-25,yes,yes,check,12.2006,26.0,Monday,13:43,1,404077,no,no,no,no,no,no,no,no,no,no,no,no,12,no,1,99.39
32130,no,yes,yes,1969-06-01,yes,no,check,12.2005,49.6,Friday,10:05,2,404522,no,no,no,no,no,no,no,no,no,no,no,no,13,no,1,55.68
32131,no,yes,no,1954-10-19,yes,no,credit_card,7.2007,104.9,Monday,21:52,4,502845,no,no,no,no,no,no,no,no,no,no,no,no,13,no,1,33.05
32132,no,yes,no,1969-06-01,yes,no,debit_note,3.2006,157.1,Sunday,10:55,4,402496,no,no,no,no,no,no,no,no,no,no,no,no,13,yes,0,41.69
32135,no,yes,yes,1969-06-01,yes,no,check,4.2006,34.5,Tuesday,20:12,1,501511,yes,no,no,no,no,no,no,no,no,no,no,no,13,no,1,12.93
32137,no,yes,no,1981-09-07,yes,no,check,5.2006,42.8,Saturday,7:06,3,204485,no,no,no,no,no,no,no,no,no,no,no,no,15,no,1,114.76
32138,no,yes,no,1970-05-20,no,no,credit_card,8.2007,106.15,Saturday,16:18,4,205378,no,no,no,no,no,no,no,no,no,no,no,no,4,yes,0,41.69
32139,no,yes,no,1969-06-01,no,no,debit_note,2.2005,17.99,Thursday,10:25,1,201796,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,41.69
32140,no,yes,no,1950-04-21,yes,no,debit_card,5.2007,52.3,Monday,16:16,2,109006,no,no,no,no,no,no,no,no,no,no,no,no,12,no,1,31.93
32141,no,yes,no,1982-12-26,yes,no,check,10.2005,18.2,Sunday,0:41,1,106590,no,no,no,no,no,no,no,no,no,no,no,no,7,no,1,24.34
32142,no,yes,no,1969-06-01,yes,no,debit_note,1.2007,57.5,Wednesday,13:14,3,404645,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,41.69
32143,no,yes,no,1959-10-02,yes,no,check,3.2006,50.99,Tuesday,9:01,2,501371,no,no,no,no,no,no,no,no,no,no,no,no,14,yes,0,41.69
32144,no,yes,yes,1952-04-28,no,no,debit_note,11.2005,29.5,Monday,5:33,1,202133,no,no,no,no,no,no,no,no,no,no,no,no,1,yes,0,41.69
32145,no,yes,no,1973-08-28,no,no,credit_card,6.2005,29.5,Saturday,9:14,1,402410,no,no,no,no,no,no,no,no,no,no,no,no,5,no,1,90.08
32146,no,no,no,1956-09-09,yes,no,credit_card,10.2005,182.4,Friday,11:14,5,203776,no,no,no,no,no,no,no,no,no,no,no,no,7,no,1,109.59
32147,no,yes,no,1971-01-18,no,no,debit_card,11.2006,18.2,Tuesday,20:46,1,600953,no,no,no,no,no,no,no,no,no,no,no,no,4,no,1,29.61
32149,no,yes,yes,1971-04-15,yes,no,credit_card,8.2007,56.0,Sunday,23:10,1,401967,no,no,no,no,no,no,no,no,no,no,no,no,6,no,2,130.14
32151,no,yes,yes,1976-03-25,yes,no,check,10.2005,9.99,Sunday,13:58,1,506284,no,no,no,no,no,no,no,no,no,no,no,no,2,no,1,21.55
32153,no,yes,no,1956-05-12,no,no,debit_note,1.2007,8.5,Sunday,4:10,1,500959,no,no,no,no,no,no,no,no,no,no,no,no,1,yes,0,41.69
32154,no,yes,no,1970-06-09,yes,no,check,1.2007,68.4,Saturday,11:42,1,107344,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,41.69
32156,no,yes,no,1944-05-23,yes,no,check,12.2005,17.5,Friday,8:28,1,104935,no,no,no,no,no,no,no,no,no,no,no,no,5,no,2,26.1
32157,no,yes,yes,1977-02-10,yes,yes,check,6.2005,91.0,Wednesday,11:09,5,409731,no,no,no,no,no,no,no,no,no,no,no,no,3,no,4,61.0
32161,no,yes,no,1960-03-23,yes,no,check,9.2006,51.0,Wednesday,4:35,1,103397,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,41.69
32162,no,yes,no,1969-07-07,yes,no,check,5.2006,52.0,Tuesday,9:37,1,104522,no,no,no,no,no,no,no,no,no,no,no,no,9,no,1,59.34
32164,no,yes,no,1961-08-19,no,no,credit_card,3.2006,10.8,Sunday,5:08,1,208609,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,46.87
32166,no,yes,no,1986-06-28,no,no,debit_note,10.2006,56.0,Wednesday,15:48,1,400959,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,41.69
32167,no,yes,yes,1982-12-01,no,no,credit_card,9.2007,72.0,Wednesday,5:20,2,208997,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,41.69
32168,no,no,no,1964-01-21,yes,no,check,2.2006,17.8,Tuesday,17:16,1,103367,no,no,no,no,no,no,no,no,no,no,no,no,14,yes,0,41.69
32169,no,yes,yes,1978-12-22,yes,no,check,12.2006,43.5,Wednesday,14:58,1,406774,no,no,no,no,no,no,no,no,no,no,no,no,16,yes,0,41.69
32170,no,yes,no,1971-06-07,yes,yes,credit_card,10.2005,19.99,Tuesday,10:22,1,204341,no,no,no,no,no,no,no,no,no,no,no,no,4,yes,0,41.69
32172,yes,yes,no,1962-02-05,yes,no,check,5.2007,62.79,Friday,16:00,2,400061,no,no,no,no,no,no,no,no,no,no,no,no,11,no,1,14.12
32173,no,yes,no,1981-02-16,no,no,credit_card,3.2005,32.8,Monday,2:59,1,409736,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,9.15
32174,yes,yes,no,1950-11-05,yes,no,debit_note,1.2006,14.5,Sunday,12:30,1,509102,no,no,no,no,no,no,no,no,no,no,no,no,10,no,2,188.06
32176,no,yes,no,1969-06-01,yes,no,check,1.2005,10.8,Sunday,11:21,1,503397,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,41.69
32177,no,yes,yes,1970-07-13,no,no,credit_card,9.2005,62.0,Sunday,15:32,1,506310,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,41.69
32179,no,yes,no,1969-06-01,yes,no,check,9.2005,29.5,Sunday,6:27,1,104792,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,19.28
32180,no,yes,yes,1969-06-01,no,no,debit_note,9.2005,18.0,Saturday,14:27,1,400925,no,no,no,no,no,no,no,no,no,no,no,no,9,no,1,53.18
32181,no,no,yes,1965-10-01,yes,no,check,10.2005,54.5,Saturday,17:46,1,406959,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,41.69
32182,no,yes,no,1969-06-01,no,no,debit_note,9.2006,90.0,Saturday,0:53,2,409102,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,41.69
32186,no,yes,no,1981-09-10,yes,no,check,5.2007,37.0,Saturday,22:07,1,409013,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,41.69
32187,no,no,no,1975-07-15,no,no,debit_note,3.2006,9.99,Saturday,15:59,1,101371,no,no,no,no,no,no,no,no,no,no,no,no,13,yes,0,41.69
32188,no,yes,no,1979-08-15,yes,no,check,1.2005,17.8,Sunday,0:59,1,202294,no,no,no,no,no,no,no,no,no,no,no,no,5,no,1,27.93
32190,no,yes,no,1967-09-26,yes,no,credit_card,11.2006,17.8,Tuesday,5:47,1,103367,no,no,no,no,no,no,no,no,no,no,no,no,7,no,1,9.88
32192,no,yes,no,1972-08-31,yes,yes,check,3.2005,23.5,Saturday,15:38,1,202246,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,37.11
32193,no,yes,no,1969-09-12,yes,no,check,12.2007,29.5,Monday,11:31,1,500925,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,41.69
32199,no,no,no,1974-04-08,yes,no,check,8.2007,86.8,Tuesday,22:38,4,506590,no,no,no,no,no,no,no,no,no,no,no,no,11,yes,0,41.69
32200,no,yes,yes,1974-07-19,no,no,credit_card,6.2006,42.8,Saturday,14:56,1,209121,yes,no,no,no,no,no,no,no,no,no,no,no,6,no,1,20.52
32207,no,no,no,1985-01-27,no,no,credit_card,2.2007,32.8,Thursday,19:21,1,208500,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,11.94
32208,no,no,no,1975-09-18,yes,no,check,11.2006,18.0,Monday,19:06,1,409513,no,no,no,no,no,no,no,no,no,yes,no,no,7,no,2,33.2
32209,no,yes,no,1970-03-12,yes,no,debit_note,8.2006,52.0,Thursday,21:29,1,402278,no,no,no,no,no,no,no,no,no,no,no,no,2,yes,0,41.69
32211,no,yes,no,1954-01-05,yes,no,check,12.2006,27.98,Saturday,8:28,2,206590,no,no,no,no,no,no,no,no,no,no,no,no,16,no,1,27.9
32212,no,yes,no,1976-06-16,yes,no,check,3.2007,14.5,Wednesday,15:44,1,306398,no,no,no,no,no,no,no,no,no,no,no,no,5,no,1,15.83
32214,no,yes,no,1972-10-31,yes,no,check,9.2007,23.5,Sunday,11:24,1,409121,no,no,no,no,no,no,no,no,no,no,no,no,8,no,2,114.98
32216,no,yes,no,1961-10-12,yes,no,check,12.2006,29.99,Sunday,6:59,1,402133,no,no,no,no,no,no,no,no,no,no,no,no,7,no,1,15.24
32217,no,yes,yes,1969-06-01,yes,no,check,9.2006,51.0,Thursday,18:14,1,400738,no,no,no,no,no,no,no,no,no,no,no,no,13,no,1,38.08
32218,no,yes,no,1964-07-22,yes,no,debit_note,8.2007,22.95,Wednesday,17:35,1,406507,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,41.69
32219,no,yes,no,1978-04-19,yes,no,check,8.2007,32.75,Thursday,0:44,2,105338,no,no,no,no,no,no,no,no,no,no,no,no,11,no,1,19.93
32220,no,yes,no,1972-05-30,no,no,credit_card,5.2007,32.8,Friday,10:23,1,507046,no,no,no,no,no,no,no,no,no,no,no,no,9,no,1,41.1
32221,no,yes,no,1984-09-03,yes,no,check,8.2007,51.0,Monday,15:51,1,503950,no,no,no,no,no,no,no,no,no,no,no,no,4,yes,0,41.69
32222,no,no,yes,1986-01-07,yes,no,check,9.2006,17.8,Friday,18:28,1,400578,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,41.69
32223,no,yes,no,1975-10-13,yes,no,check,3.2007,54.5,Sunday,11:36,1,403367,no,no,no,no,no,no,no,no,no,no,no,no,5,no,1,150.47
32224,no,no,yes,1986-05-13,no,no,credit_card,11.2005,39.79,Thursday,9:14,2,206255,no,no,no,no,no,no,no,no,no,no,no,no,14,no,2,29.3
32225,no,yes,no,1974-05-13,no,no,debit_note,11.2005,23.5,Saturday,4:48,1,603950,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,41.69
32227,no,yes,no,1978-12-14,yes,no,check,4.2007,42.8,Wednesday,4:18,1,404269,no,no,no,no,no,no,no,no,no,no,no,no,12,no,1,46.62
32229,yes,yes,no,1968-10-17,yes,no,check,7.2007,57.8,Sunday,2:20,1,601893,no,no,no,no,no,no,no,no,no,no,no,no,2,yes,0,41.69
32231,yes,yes,no,1962-10-23,no,no,credit_card,9.2005,19.99,Wednesday,15:21,1,500214,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,111.08
32233,no,yes,no,1974-09-22,yes,no,credit_card,2.2005,32.8,Sunday,18:26,1,402993,no,no,no,no,no,no,no,no,no,no,no,no,13,yes,0,41.69
32234,no,yes,no,1956-07-28,yes,no,credit_card,5.2006,159.5,Thursday,0:25,5,404134,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,41.69
32235,no,no,no,1970-02-15,yes,no,credit_card,5.2006,23.5,Saturday,7:07,1,504792,no,no,no,no,no,no,no,no,no,no,no,no,4,yes,0,41.69
32237,no,yes,yes,1980-08-07,yes,yes,check,9.2006,79.8,Thursday,20:26,2,600925,no,no,no,no,no,no,no,no,no,no,no,no,5,no,1,26.07
32240,no,yes,no,1974-04-23,yes,no,check,11.2007,36.1,Sunday,12:04,2,202246,no,no,no,no,no,no,no,no,no,no,no,no,9,no,1,69.49
32242,no,yes,no,1969-05-06,yes,no,check,6.2006,14.5,Thursday,12:10,1,409709,yes,no,no,no,no,no,no,no,no,no,no,no,4,no,1,77.07
32243,no,yes,no,1968-03-16,no,no,credit_card,7.2006,16.0,Tuesday,12:46,1,404159,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,41.69
32249,no,no,no,1963-02-21,yes,no,credit_card,10.2007,6.5,Friday,9:33,1,107300,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,41.69
32250,no,yes,no,1937-07-03,no,no,credit_card,4.2005,93.29,Saturday,13:05,4,508801,no,no,no,no,no,no,no,no,no,no,no,no,13,no,2,67.68
32252,no,yes,no,1977-12-23,yes,no,credit_card,8.2007,94.8,Thursday,4:50,2,403533,no,no,no,no,no,no,no,no,no,no,no,no,15,no,1,42.94
32253,no,yes,no,1982-06-26,yes,no,check,3.2007,28.8,Saturday,1:04,2,607699,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,41.69
32255,no,no,no,1941-10-17,yes,no,check,11.2005,63.0,Sunday,1:17,2,207699,no,no,no,no,no,no,no,no,no,no,no,no,1,yes,0,41.69
32257,yes,yes,yes,1966-02-06,yes,no,check,1.2005,29.5,Sunday,10:08,1,404645,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,41.69
32258,no,yes,no,1963-07-31,no,no,debit_note,10.2005,25.3,Thursday,17:25,2,206685,no,no,no,no,no,no,no,no,no,no,no,no,8,no,2,16.16
32259,no,no,no,1963-02-14,yes,no,credit_card,7.2007,5.2,Tuesday,1:23,1,202062,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,41.69
32260,no,yes,no,1977-12-15,yes,no,credit_card,3.2007,17.8,Friday,9:44,1,205555,no,no,no,no,no,no,no,no,no,no,no,no,12,no,1,36.73
32261,no,no,no,1985-11-19,no,no,debit_note,1.2006,40.75,Sunday,16:26,2,406120,no,no,no,no,no,no,no,no,no,no,no,no,6,no,1,7.07
32262,no,yes,no,1960-04-11,yes,no,check,11.2006,68.4,Monday,9:10,1,301893,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,13.01
32264,no,yes,no,1967-06-10,yes,no,credit_card,5.2006,57.8,Saturday,21:43,1,106821,no,no,no,no,no,no,no,no,no,no,no,no,10,yes,0,41.69
32267,no,yes,yes,1978-09-29,no,no,debit_card,1.2007,66.15,Sunday,10:40,4,400172,no,no,no,no,no,no,no,no,no,no,no,no,7,no,0,41.69
32268,no,yes,no,1976-11-06,no,no,debit_note,11.2006,52.0,Wednesday,17:13,1,100925,no,no,no,no,no,no,no,no,no,no,no,no,9,no,1,21.0
32271,no,yes,no,1966-07-25,no,no,debit_note,4.2006,39.49,Friday,14:55,2,208605,no,no,no,no,no,no,no,no,no,no,no,no,15,yes,0,41.69
32273,no,no,no,1960-05-01,yes,no,credit_card,2.2005,72.0,Wednesday,6:17,2,506398,no,no,no,no,no,no,no,no,no,no,no,no,7,no,1,56.47
32275,no,yes,no,1983-12-17,no,no,credit_card,4.2007,19.99,Saturday,17:45,1,202677,no,no,no,no,no,no,no,no,no,no,no,no,6,yes,0,41.69
32276,no,no,no,1979-11-04,yes,no,check,2.2006,17.5,Sunday,19:16,1,607046,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,23.83
32278,no,no,no,1972-01-30,yes,no,check,10.2007,18.5,Friday,14:40,1,504258,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,41.69
32279,no,yes,no,1966-01-14,yes,no,debit_card,2.2006,16.0,Sunday,21:15,1,300953,no,no,no,no,no,no,no,no,no,no,no,no,11,no,1,20.62
32281,no,yes,no,1960-09-05,yes,no,credit_card,4.2005,19.99,Tuesday,22:21,1,203639,no,no,no,no,no,no,no,no,no,no,no,no,11,no,1,9.1
32282,no,yes,no,1962-11-29,yes,no,check,7.2007,54.5,Sunday,3:00,1,201371,no,no,no,no,no,no,no,no,no,no,no,no,7,yes,0,41.69
32283,no,yes,yes,1969-06-01,no,no,credit_card,3.2005,42.8,Saturday,9:57,1,405966,no,no,no,no,no,no,no,no,no,no,no,no,12,yes,0,41.69
32284,no,no,yes,1982-01-14,yes,no,check,5.2005,67.1,Sunday,23:52,2,304258,no,no,no,no,no,no,no,no,no,no,no,no,10,no,2,42.3
32285,no,yes,no,1966-10-18,yes,no,check,7.2005,12.6,Wednesday,12:06,1,206507,yes,no,no,no,no,no,no,no,no,no,no,no,9,no,3,96.18
32286,no,yes,no,1970-04-09,yes,yes,credit_card,10.2005,94.0,Friday,17:18,2,309121,no,no,no,no,no,no,no,no,no,no,no,no,8,no,2,43.14
32287,no,yes,no,1982-05-18,yes,no,credit_card,3.2005,18.0,Thursday,8:14,1,107570,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,21.53
32288,no,yes,no,1986-06-24,no,no,credit_card,12.2006,42.8,Thursday,16:01,1,400061,no,no,no,no,no,no,no,no,no,no,no,no,7,no,1,17.13
32290,no,yes,no,1965-05-08,yes,no,check,12.2005,10.8,Wednesday,6:23,1,402440,no,no,no,no,no,no,no,no,no,no,no,no,9,yes,0,41.69
32291,no,yes,no,1975-10-19,no,no,debit_note,1.2007,23.5,Saturday,13:59,1,407255,no,no,no,no,no,no,no,no,no,no,no,no,14,yes,0,41.69
32292,no,yes,no,1969-06-01,yes,no,check,12.2005,43.5,Saturday,12:22,1,405643,no,no,no,no,no,no,no,no,no,no,no,no,8,no,1,30.44
32294,no,yes,no,1964-03-01,yes,no,check,1.2006,56.0,Sunday,0:10,1,400959,no,no,no,no,no,no,no,no,yes,no,no,no,15,yes,0,41.69
32295,yes,yes,no,1976-04-17,no,no,debit_note,9.2006,54.5,Tuesday,10:17,1,407416,no,no,no,no,no,no,no,no,no,no,no,no,5,no,1,42.61
32297,no,yes,no,1966-01-05,yes,no,check,4.2006,79.5,Thursday,23:50,2,401967,no,no,no,no,no,no,no,no,no,no,no,no,10,no,1,48.06
32300,yes,yes,no,1978-07-09,no,no,debit_note,1.2007,34.5,Saturday,7:57,1,105431,no,no,no,no,no,no,no,no,no,no,no,no,4,yes,0,41.69
32301,no,yes,no,1961-02-13,yes,no,check,6.2007,97.9,Sunday,21:57,2,505685,no,no,no,no,no,no,no,no,no,no,no,no,9,no,1,91.07
32302,no,no,no,1969-11-08,yes,no,check,11.2007,37.0,Monday,9:06,1,105555,no,no,no,no,no,no,no,no,no,no,no,no,8,yes,0,41.69
